0.00,1.78,0.91,0.13,0.46,0.63,0.96,0.80,0.96,1.43,1.56,2.04,1.94,1.64,1.28,0.78,1.25,0.85,1.39,1.12,1.26,1.79,1.41
2.65,0.00,0.53,2.15,1.20,1.67,1.30,0.47,0.56,1.77,0.41,0.47,0.71,1.75,1.31,1.08,1.13,1.19,2.23,1.20,1.60,1.28,0.79
0.89,0.51,0.00,0.45,0.82,0.34,0.42,0.89,0.67,0.33,0.39,0.23,0.97,0.72,0.30,0.18,0.16,0.60,0.68,0.27,0.44,0.40,0.90
0.25,1.91,0.82,0.00,0.14,0.55,1.08,1.58,0.60,0.66,0.46,1.53,1.36,1.12,1.17,1.34,0.75,1.19,0.92,0.37,0.56,1.72,2.03
0.47,2.49,0.75,0.23,0.00,0.21,0.80,0.77,0.61,0.57,1.16,1.61,0.69,1.05,0.38,0.77,0.58,0.65,1.26,1.18,1.25,0.52,1.67
0.73,2.15,0.67,0.41,0.18,0.00,0.29,0.65,0.87,0.31,0.94,0.45,0.36,0.58,0.94,0.54,0.76,0.39,1.45,1.30,0.97,1.07,0.74
0.39,1.26,0.46,0.78,0.78,0.43,0.00,0.17,1.31,0.93,0.29,0.31,0.39,0.43,0.31,0.52,0.58,0.55,0.99,0.79,1.12,1.12,0.94
0.97,0.77,0.77,1.48,0.85,0.61,0.16,0.00,1.01,0.69,0.51,0.36,0.51,1.29,0.37,1.12,0.52,0.32,0.73,0.75,1.08,1.27,0.56
0.35,1.26,0.73,0.67,0.93,0.90,0.94,1.29,0.00,0.42,0.65,0.87,1.15,0.44,0.49,0.32,0.42,1.07,0.68,0.86,0.36,1.15,1.10
0.93,0.64,0.23,0.97,0.94,0.39,0.85,0.34,0.20,0.00,0.21,0.48,0.71,0.44,0.34,0.37,1.00,0.60,1.02,1.15,0.60,0.43,1.50
1.53,1.33,0.41,1.49,1.24,0.42,0.81,0.48,0.28,0.13,0.00,0.24,0.79,0.75,0.46,0.49,0.83,0.78,1.63,1.07,0.72,0.93,1.01
2.04,1.10,0.26,1.12,0.50,0.72,0.94,0.33,1.06,0.48,0.23,0.00,0.40,0.94,0.34,0.39,0.97,0.45,1.26,1.57,1.56,1.13,0.39
2.35,0.96,0.92,0.84,1.41,1.17,0.76,0.28,1.43,1.01,0.39,0.44,0.00,1.52,0.43,0.44,0.81,0.54,1.85,0.95,0.59,0.74,0.62
0.94,0.60,0.70,1.41,0.87,0.71,0.84,1.12,0.38,0.25,0.50,0.94,0.85,0.00,0.18,0.65,0.41,1.12,0.77,0.34,0.43,1.31,1.53
1.18,1.41,0.46,0.73,0.44,0.44,0.36,0.98,0.20,0.30,0.20,1.02,0.48,0.16,0.00,0.22,0.63,0.65,0.88,0.86,0.46,0.73,0.45
1.54,1.29,0.10,0.63,0.75,0.62,0.54,0.34,0.68,0.59,0.52,0.84,0.78,0.51,0.38,0.00,0.37,0.84,0.50,0.53,0.40,0.66,0.46
0.88,1.00,0.23,1.35,0.31,0.83,0.50,0.62,1.07,0.44,0.49,0.99,0.57,0.45,0.39,0.32,0.00,0.34,1.16,0.92,0.60,0.32,0.44
1.44,0.54,0.33,0.84,0.63,0.71,0.31,0.64,1.21,0.81,1.07,0.45,0.77,1.71,0.85,0.80,0.13,0.00,1.18,0.94,0.25,0.49,0.39
1.30,1.93,0.60,0.43,0.87,1.20,1.09,0.89,0.76,0.80,1.48,1.65,0.78,0.90,0.26,0.55,0.97,0.59,0.00,0.17,0.41,0.60,1.37
1.37,0.58,0.92,0.51,0.52,0.35,0.50,1.15,1.28,0.54,1.22,1.25,1.84,1.04,1.07,0.26,0.80,0.52,0.40,0.00,0.37,0.83,0.73
0.90,0.87,0.78,1.37,0.60,0.36,1.27,1.02,1.21,1.22,0.52,0.95,0.76,0.34,0.78,0.60,0.32,0.38,0.76,0.22,0.00,0.38,0.60
1.96,0.36,0.72,1.26,1.18,0.76,0.97,0.73,1.26,0.73,0.77,1.42,0.86,0.63,0.27,0.63,0.19,0.43,0.71,0.33,0.31,0.00,0.34
1.20,0.39,0.32,1.10,1.46,1.30,0.42,0.56,0.96,0.88,1.03,1.08,0.37,0.58,0.86,0.45,0.43,0.23,0.68,1.00,0.76,0.32,0.00
