0.00,2.62,0.88,0.20,0.60,0.80,0.97,1.75,0.67,1.46,1.74,1.59,1.54,0.68,1.35,1.45,0.78,1.80,1.04,1.35,1.63,0.95,2.00
2.05,0.00,1.41,1.18,1.53,1.65,1.47,1.17,1.36,1.62,1.08,1.08,0.81,0.72,0.65,1.00,1.11,0.79,1.49,0.55,1.19,0.60,0.39
0.67,0.69,0.00,0.59,0.42,0.61,0.36,0.66,0.78,0.46,0.43,0.70,0.83,0.38,0.23,0.11,0.46,0.70,0.77,0.85,0.39,0.26,0.36
0.20,1.91,0.46,0.00,0.40,0.78,0.34,1.76,0.74,1.30,0.73,0.82,1.17,1.30,0.76,1.06,1.13,1.28,0.56,0.82,1.16,1.29,1.56
0.49,2.46,0.35,0.13,0.00,0.20,0.62,0.56,0.31,0.90,0.37,1.63,1.51,0.86,0.95,0.35,1.17,0.67,0.76,0.80,0.82,0.93,1.74
1.02,1.91,0.42,0.89,0.31,0.00,0.35,0.78,0.28,0.66,0.60,1.13,0.72,0.42,0.75,0.67,0.43,0.44,0.83,0.78,0.72,0.36,1.08
0.98,0.86,0.30,0.88,0.73,0.15,0.00,0.29,1.07,0.71,0.46,0.89,0.80,0.46,0.49,0.58,0.57,0.88,0.72,1.05,0.99,0.60,0.99
1.72,1.66,0.43,1.36,0.63,0.81,0.17,0.00,0.86,0.86,0.65,0.90,0.29,0.62,0.55,0.74,0.52,0.54,1.82,1.59,1.27,1.04,0.52
0.37,0.87,0.67,0.51,0.60,0.62,0.89,0.78,0.00,0.23,0.36,0.79,0.78,0.31,0.18,0.52,0.69,1.63,0.43,1.24,1.22,1.52,0.73
1.45,0.72,0.26,1.07,0.37,0.69,0.34,0.74,0.21,0.00,0.35,0.58,0.59,0.53,0.40,0.46,0.98,1.43,1.34,0.86,0.58,0.78,0.84
1.25,0.88,0.39,1.58,1.25,1.00,0.78,0.43,0.41,0.22,0.00,0.15,0.54,0.24,0.47,0.34,0.83,0.97,1.01,0.58,0.51,0.99,0.87
1.28,1.16,0.25,0.70,1.26,1.00,0.70,0.34,0.75,0.84,0.27,0.00,0.26,0.87,0.45,0.35,0.89,1.08,1.47,0.81,1.54,0.60,1.07
1.60,0.64,0.96,0.78,0.87,0.83,0.61,0.51,1.07,0.53,0.66,0.34,0.00,1.50,0.53,0.99,0.87,0.73,1.23,1.49,1.01,0.47,0.59
1.36,0.76,0.52,0.97,0.96,1.03,0.86,1.23,0.25,0.49,0.47,0.87,1.18,0.00,0.27,0.72,0.76,1.42,0.94,1.13,0.84,0.70,0.45
1.01,0.86,0.22,0.72,0.69,1.00,0.54,1.01,0.37,0.32,0.38,0.94,1.06,0.34,0.00,0.31,0.68,0.84,0.67,0.74,0.61,0.82,0.47
1.35,1.13,0.09,1.02,0.85,0.49,0.23,0.55,0.62,0.66,0.44,0.30,0.50,0.66,0.37,0.00,0.24,0.52,0.79,0.57,0.47,0.33,0.59
1.78,1.27,0.29,0.46,0.69,0.28,0.77,0.46,0.94,0.66,0.41,0.29,0.60,1.09,0.46,0.27,0.00,0.44,0.71,0.63,0.49,0.39,0.35
1.97,0.63,0.52,1.04,0.46,0.34,0.48,0.63,0.54,0.84,1.30,1.06,0.42,1.02,1.30,0.82,0.17,0.00,1.61,1.32,0.62,0.19,0.27
1.50,0.67,0.39,1.12,1.24,0.46,0.46,1.04,0.29,0.97,1.26,1.92,1.29,0.32,0.29,0.50,0.69,0.88,0.00,0.25,0.75,1.20,0.74
0.91,1.66,0.35,0.34,1.11,0.56,1.41,1.57,0.40,1.00,1.61,1.34,1.96,0.65,0.45,0.73,0.30,0.62,0.19,0.00,0.15,0.57,0.59
1.76,1.35,0.49,1.43,0.86,0.58,0.54,1.35,0.68,0.45,1.22,1.21,1.37,0.42,0.88,0.65,0.21,0.78,0.65,0.28,0.00,0.29,0.36
1.89,0.98,0.52,1.62,0.37,0.59,0.53,0.44,0.48,1.19,0.92,0.91,0.43,0.70,0.88,0.54,0.21,0.46,0.42,0.27,0.37,0.00,0.20
1.91,1.11,0.76,0.94,0.95,1.13,0.84,0.83,1.50,1.48,1.24,0.53,0.82,0.97,0.67,0.57,0.37,0.18,0.74,0.47,0.31,0.22,0.00
