0.00,0.78,1.15,0.21,0.19,1.05,0.67,0.95,1.16,0.82,1.21,2.24,1.10,0.60,1.11,0.46,0.71,1.82,1.33,1.42,1.55,1.55,0.80
1.99,0.00,0.91,1.36,1.26,1.06,0.88,1.15,1.34,1.48,0.85,1.18,0.92,1.45,0.64,0.98,0.79,0.95,1.77,1.38,0.95,0.97,0.89
0.71,0.45,0.00,0.99,0.51,0.47,0.32,0.63,0.53,0.27,0.44,0.70,0.67,0.81,0.42,0.11,0.37,0.58,0.94,0.54,0.47,0.54,1.00
0.27,1.97,0.58,0.00,0.12,0.38,0.81,1.26,0.72,0.62,0.42,1.76,1.70,1.43,0.35,0.94,0.70,0.95,0.90,1.22,0.71,1.62,1.06
0.22,0.78,0.55,0.33,0.00,0.21,0.88,1.32,0.50,0.45,0.82,1.51,1.12,1.10,0.34,0.96,1.15,0.37,1.16,0.96,0.45,1.44,1.04
0.74,2.03,0.68,0.87,0.21,0.00,0.28,0.79,0.34,0.61,0.69,0.55,1.08,0.66,0.79,0.43,0.81,0.42,1.12,0.37,0.85,0.44,1.44
1.45,1.45,0.57,1.01,0.84,0.12,0.00,0.43,0.48,0.56,0.65,0.96,0.45,1.08,0.71,0.28,0.77,0.57,1.24,0.88,1.08,0.33,1.16
1.68,0.86,0.72,0.84,0.36,0.69,0.39,0.00,0.47,1.06,0.36,0.58,0.23,1.17,0.54,0.52,0.53,0.39,1.74,0.83,0.62,0.43,1.12
0.67,0.70,0.68,0.34,0.59,0.59,0.36,1.15,0.00,0.34,0.70,1.23,0.98,0.28,0.24,0.53,0.69,1.26,0.74,0.58,1.20,0.77,0.50
1.53,0.56,0.23,0.63,0.90,0.40,0.32,1.11,0.36,0.00,0.21,0.29,0.58,0.43,0.39,0.50,0.62,0.44,1.01,1.07,0.64,0.35,0.68
1.56,1.18,0.57,0.94,0.77,0.60,0.33,0.45,0.33,0.26,0.00,0.43,0.29,0.32,0.19,0.34,0.36,1.15,1.20,0.92,0.66,0.89,0.71
2.20,0.37,0.66,1.82,0.79,1.18,0.51,0.76,0.44,0.63,0.20,0.00,0.34,1.25,1.06,0.65,0.95,0.84,1.85,1.17,1.31,0.82,0.92
1.87,1.04,0.42,0.58,1.08,0.37,0.88,0.45,1.39,0.75,0.67,0.29,0.00,1.17,0.48,0.84,0.40,0.82,1.52,0.59,0.82,0.41,0.51
1.01,1.75,0.32,1.31,1.30,0.93,1.42,0.74,0.36,0.33,0.78,0.44,1.66,0.00,0.40,0.81,0.92,0.55,0.63,0.39,1.23,1.01,1.17
0.54,0.81,0.36,1.02,0.37,0.98,1.02,1.12,0.38,0.25,0.25,0.97,0.95,0.31,0.00,0.25,0.49,0.62,0.78,0.44,0.74,0.89,0.79
0.44,0.66,0.19,0.67,0.60,0.64,0.66,0.35,0.84,0.47,0.22,0.71,0.62,0.33,0.22,0.00,0.15,0.69,0.33,0.67,0.60,0.27,0.26
1.64,1.31,0.17,0.81,0.61,0.23,0.30,0.90,0.52,0.79,0.77,0.89,0.75,1.08,0.40,0.30,0.00,0.36,0.95,0.84,0.46,0.43,0.47
0.89,0.38,0.24,1.10,1.03,1.13,0.91,0.72,1.42,1.15,0.49,0.68,1.00,1.11,0.86,0.23,0.19,0.00,0.98,1.03,0.47,0.39,0.25
0.83,1.85,1.03,0.74,0.93,1.27,1.62,0.55,0.47,0.76,1.33,0.82,1.77,0.32,0.94,0.67,0.48,1.28,0.00,0.11,0.62,1.21,1.35
1.14,1.49,0.77,1.05,0.85,1.03,0.90,1.30,1.33,0.53,0.43,0.66,1.54,0.90,0.87,0.60,0.99,0.42,0.25,0.00,0.17,0.48,1.30
1.37,1.52,0.78,1.30,0.78,0.50,0.38,1.27,0.71,0.90,1.18,1.63,1.16,0.76,0.89,0.36,0.35,0.71,0.45,0.42,0.00,0.34,0.67
1.36,0.49,0.56,0.52,0.40,0.57,0.96,1.18,1.51,1.22,1.00,0.88,1.08,0.89,1.04,0.51,0.21,0.48,0.72,0.45,0.32,0.00,0.20
2.07,0.31,0.31,2.00,1.11,0.92,0.98,0.76,1.10,0.64,0.74,0.78,0.55,1.01,1.13,0.65,0.22,0.16,1.39,0.61,0.39,0.38,0.00
