0.00,1.50,0.65,0.11,0.28,0.51,0.88,0.99,1.23,1.49,1.88,0.81,1.33,1.37,0.48,1.52,1.50,1.05,1.32,1.09,1.32,1.23,1.71
1.73,0.00,0.62,1.94,0.80,1.66,1.65,1.25,1.88,0.76,1.07,0.51,0.66,0.50,0.89,1.18,1.38,0.78,1.58,1.95,1.04,0.98,0.45
0.97,1.42,0.00,1.27,0.90,0.53,0.37,0.58,0.72,0.59,0.26,0.89,0.26,0.51,0.14,0.15,0.37,0.90,0.58,0.86,0.49,0.49,0.67
0.14,2.68,0.42,0.00,0.23,0.58,1.02,1.16,1.00,1.31,1.07,1.39,1.62,1.12,0.99,0.76,1.54,0.58,1.08,0.91,1.23,0.86,1.83
0.57,2.42,0.88,0.31,0.00,0.40,0.46,1.20,0.74,0.91,0.39,1.25,0.59,0.56,0.83,0.33,0.93,1.12,0.58,0.60,0.38,0.99,1.54
0.87,1.03,0.25,0.76,0.38,0.00,0.19,0.45,0.94,0.28,0.52,0.51,0.69,1.02,0.76,0.77,0.42,0.82,0.45,0.58,0.32,1.23,0.56
0.91,0.56,0.28,0.90,0.52,0.34,0.00,0.19,1.11,0.30,0.50,0.73,0.74,1.22,1.20,0.63,0.41,0.44,0.48,0.85,0.55,0.50,1.15
1.70,1.27,0.65,1.39,0.79,0.39,0.30,0.00,1.55,0.83,0.79,0.30,0.40,0.58,1.26,0.90,0.42,0.69,2.02,1.15,1.29,0.39,0.95
1.15,0.89,0.62,0.54,0.67,0.96,0.80,0.46,0.00,0.24,0.29,0.69,0.88,0.30,0.40,0.72,1.16,1.20,0.43,0.53,1.01,0.65,1.82
0.65,1.30,0.33,0.37,0.60,0.90,0.53,0.90,0.41,0.00,0.18,0.36,0.57,0.35,0.35,0.22,1.06,0.78,1.06,0.81,0.87,0.56,0.71
1.59,0.42,0.21,0.51,0.80,0.86,0.60,0.73,0.71,0.12,0.00,0.37,0.33,0.71,0.54,0.54,0.66,1.25,0.54,1.31,1.18,0.72,1.12
1.89,0.88,0.76,1.35,1.20,0.68,0.80,0.70,0.89,0.86,0.31,0.00,0.14,1.29,0.46,0.95,0.53,0.80,1.73,1.39,1.18,1.19,1.09
1.95,0.88,0.77,0.57,0.45,0.53,0.57,0.48,1.12,0.36,0.51,0.33,0.00,1.44,0.89,0.79,0.72,0.61,1.32,0.70,1.47,1.21,0.77
1.22,1.43,0.42,1.08,0.78,1.02,1.47,0.81,0.14,0.15,0.34,0.82,0.95,0.00,0.22,0.77,0.54,1.56,0.27,1.31,1.08,0.77,0.85
0.60,1.60,0.36,0.76,0.72,1.00,0.46,0.96,0.38,0.28,0.36,0.67,0.59,0.26,0.00,0.28,0.63,1.22,0.71,0.95,0.57,0.89,0.92
0.54,1.35,0.19,1.27,0.62,0.30,0.87,0.68,0.47,0.24,0.67,0.70,0.63,0.62,0.30,0.00,0.29,0.75,0.42,0.93,0.30,0.30,0.72
1.35,0.58,0.45,1.13,0.79,0.37,0.28,0.59,0.59,0.91,0.29,0.30,0.90,0.34,0.72,0.23,0.00,0.18,0.71,0.29,0.41,0.23,0.17
1.54,1.14,0.34,1.35,1.24,0.60,0.69,0.30,0.55,0.44,0.36,1.23,0.63,0.73,1.21,0.59,0.13,0.00,1.23,0.93,0.38,0.55,0.13
1.26,1.91,0.61,0.95,0.56,1.26,0.86,1.75,0.47,0.37,1.62,1.83,0.83,0.41,0.70,0.58,0.59,0.83,0.00,0.15,0.38,0.58,1.27
1.54,1.91,0.85,0.33,0.51,1.17,0.54,0.76,1.17,1.20,1.47,0.98,0.98,1.05,1.03,0.65,0.48,0.99,0.35,0.00,0.13,0.40,0.95
1.07,0.73,0.76,0.83,0.80,0.73,0.40,0.88,1.14,1.04,1.12,1.65,0.44,1.18,0.96,0.48,0.44,0.54,0.48,0.20,0.00,0.23,0.45
1.59,0.48,0.42,1.37,0.41,0.96,0.53,1.19,0.94,0.69,0.72,1.34,1.03,0.38,0.69,0.36,0.36,0.27,0.71,0.36,0.22,0.00,0.21
1.91,0.58,0.31,1.32,0.51,1.12,0.93,0.88,1.58,1.47,1.36,0.58,0.42,1.74,1.17,0.88,0.29,0.23,1.49,1.30,0.40,0.16,0.00
