0.00,2.00,0.82,0.32,0.61,0.28,0.75,1.35,0.94,0.82,1.38,2.00,1.48,1.54,1.29,1.40,1.20,0.69,0.40,1.54,0.64,0.84,1.72
1.15,0.00,1.38,1.23,1.49,1.85,1.15,1.38,1.76,1.67,1.01,0.80,0.44,1.54,0.80,1.19,0.69,0.61,1.48,1.64,1.05,1.07,1.04
1.11,1.09,0.00,0.41,0.73,0.67,0.66,0.74,0.75,0.59,0.22,0.70,0.79,0.46,0.44,0.10,0.28,0.72,1.05,0.57,0.42,0.58,0.68
0.12,2.58,1.08,0.00,0.12,0.46,0.87,0.91,0.63,1.00,1.35,0.94,2.13,1.27,1.26,0.51,1.03,1.64,0.64,0.36,1.13,1.56,1.13
0.33,1.67,0.34,0.12,0.00,0.35,0.80,0.81,0.42,0.59,1.12,1.66,0.67,0.43,0.71,0.68,0.73,0.95,1.05,0.64,0.47,0.97,1.49
0.44,2.12,0.56,0.88,0.13,0.00,0.25,0.84,0.78,0.53,0.43,0.34,1.33,0.40,0.32,0.65,0.25,0.61,1.16,0.85,0.38,1.24,0.64
0.47,0.52,0.52,0.78,0.86,0.23,0.00,0.43,1.16,0.41,0.54,0.39,0.37,1.32,1.17,0.64,0.73,0.64,1.06,1.37,0.46,0.84,1.14
1.90,0.46,0.34,0.51,1.21,0.85,0.13,0.00,1.03,1.08,0.77,0.34,0.61,1.63,0.86,0.97,0.32,0.63,1.09,0.53,0.92,0.75,0.97
0.92,0.84,0.49,0.58,0.86,0.37,1.06,0.79,0.00,0.26,0.63,0.67,1.41,0.44,0.42,0.55,1.13,1.49,0.60,0.97,0.78,0.55,0.90
0.53,1.27,0.36,1.12,0.29,0.67,0.49,0.70,0.18,0.00,0.14,0.38,0.47,0.35,0.35,0.31,0.40,1.13,0.50,0.78,0.94,1.28,0.60
0.64,1.35,0.22,0.59,0.96,0.40,0.25,0.70,0.84,0.16,0.00,0.31,0.33,0.92,0.67,0.43,0.55,0.92,0.57,0.71,0.86,0.61,1.37
0.68,0.73,0.82,1.44,1.32,0.73,1.05,0.61,1.14,0.26,0.21,0.00,0.19,0.90,1.07,0.58,0.93,1.31,1.02,1.73,0.97,0.46,0.65
1.96,1.02,0.75,0.72,1.13,1.30,0.37,0.37,0.53,1.20,0.23,0.35,0.00,0.94,1.19,0.43,0.67,0.69,1.15,1.98,0.49,0.81,0.49
0.66,1.42,0.73,0.50,0.99,0.79,0.52,1.41,0.20,0.14,0.82,1.26,0.70,0.00,0.26,0.89,0.35,0.86,0.57,1.06,0.42,0.99,1.53
1.24,1.31,0.39,0.48,0.51,0.79,0.45,0.41,0.26,0.23,0.63,0.38,0.94,0.17,0.00,0.13,0.61,0.63,0.59,0.61,0.55,0.92,0.80
0.92,0.73,0.14,1.01,0.62,0.50,0.63,1.12,0.39,0.19,0.25,0.40,0.31,0.45,0.21,0.00,0.16,0.32,0.28,0.28,0.48,0.23,0.64
0.67,1.36,0.48,0.97,0.88,0.33,0.23,0.90,0.34,0.46,0.26,0.42,0.47,1.14,0.75,0.44,0.00,0.27,0.65,0.88,0.46,0.36,0.18
0.66,0.40,0.78,1.65,0.51,0.75,0.37,0.26,1.62,1.32,0.83,0.66,0.36,1.26,0.94,0.41,0.17,0.00,1.21,0.58,0.64,0.32,0.20
1.31,2.20,0.65,0.78,1.04,1.06,1.08,1.80,0.69,1.30,0.55,1.39,1.52,0.28,0.37,0.45,0.59,0.56,0.00,0.13,0.46,0.68,1.47
0.91,0.55,0.99,1.22,0.50,1.02,0.50,1.55,0.62,1.26,1.23,1.58,1.85,1.28,0.36,0.44,0.67,1.11,0.42,0.00,0.44,0.69,1.31
1.33,1.14,0.81,1.43,1.24,0.65,0.94,0.84,1.26,0.75,1.26,1.00,0.59,0.63,0.25,0.23,0.34,0.55,0.61,0.39,0.00,0.34,0.46
0.62,1.39,0.76,1.10,1.37,1.23,0.37,0.68,1.29,1.04,0.95,1.25,0.62,1.20,0.75,0.58,0.16,0.45,0.33,0.38,0.41,0.00,0.27
2.35,0.83,0.65,0.58,0.50,0.53,0.97,1.14,0.90,1.37,1.04,1.32,0.51,1.05,0.42,0.57,0.40,0.44,0.66,0.40,0.89,0.38,0.00
