0.00,2.77,1.03,0.19,0.54,0.65,0.76,0.78,0.62,0.99,1.09,1.80,0.79,1.10,0.69,1.59,0.78,0.91,1.50,0.75,0.92,1.91,2.34
1.91,0.00,0.80,2.39,2.44,1.70,1.65,0.94,1.55,0.58,0.61,0.55,0.86,1.70,1.28,1.19,1.30,0.95,1.08,1.61,0.85,0.37,1.05
1.29,1.35,0.00,0.73,0.58,0.47,0.19,0.89,0.48,0.20,0.54,0.32,0.57,0.24,0.41,0.10,0.46,0.26,0.71,1.02,0.66,0.43,0.55
0.14,1.95,0.68,0.00,0.39,0.66,0.37,0.88,0.88,0.43,0.44,2.01,1.02,0.51,0.95,1.29,1.40,0.57,0.37,0.43,0.60,1.14,0.81
0.38,1.18,0.78,0.21,0.00,0.15,0.40,0.72,0.48,1.01,1.06,1.47,1.29,1.24,0.41,0.47,0.80,0.56,0.76,0.50,0.61,0.47,0.94
0.55,2.02,0.37,0.78,0.14,0.00,0.13,0.59,0.45,0.60,0.81,1.07,0.41,0.37,0.54,0.56,0.81,0.98,0.58,1.11,0.98,0.56,0.99
0.50,1.81,0.52,0.61,0.42,0.21,0.00,0.27,1.07,0.48,0.61,0.48,0.76,1.29,1.01,0.28,0.59,0.72,0.84,0.68,0.47,0.64,0.43
0.67,0.96,0.90,1.02,0.66,0.42,0.21,0.00,0.45,0.99,0.46,0.34,0.44,1.78,0.64,0.74,0.38,0.64,1.18,0.88,1.14,0.93,0.74
1.12,1.27,0.47,0.74,0.71,0.96,0.54,1.55,0.00,0.12,0.78,0.67,1.45,0.24,0.45,0.32,0.63,0.53,0.66,0.44,1.23,1.19,0.68
1.06,0.55,0.32,0.46,0.64,0.62,0.99,0.92,0.12,0.00,0.18,0.78,0.41,0.23,0.18,0.29,0.34,0.59,0.53,0.72,0.66,0.38,1.46
1.02,0.75,0.59,0.84,0.51,0.67,0.73,0.65,0.79,0.35,0.00,0.40,0.35,0.43,0.49,0.23,0.65,1.20,1.10,0.86,1.18,0.88,0.97
1.52,0.95,0.29,1.25,1.51,0.36,0.99,0.87,0.98,0.33,0.28,0.00,0.38,0.59,0.95,0.78,0.90,1.22,1.13,1.35,1.21,0.72,0.93
0.99,0.68,0.82,1.00,1.41,0.68,0.88,0.40,1.29,0.70,0.62,0.29,0.00,0.64,1.25,0.36,0.77,0.58,2.03,1.86,0.89,0.99,0.70
1.28,1.30,0.50,1.32,1.25,0.53,0.91,1.69,0.43,0.37,0.75,0.55,0.98,0.00,0.43,0.31,0.98,0.79,0.97,0.84,0.85,1.25,1.20
1.01,1.06,0.42,0.89,0.52,0.38,0.62,0.89,0.47,0.42,0.48,0.80,0.51,0.33,0.00,0.44,0.74,0.86,0.81,0.65,0.87,0.30,0.85
0.58,1.36,0.11,0.62,0.99,0.81,0.34,0.90,0.36,0.46,0.32,0.25,0.70,0.84,0.25,0.00,0.31,0.57,1.07,0.82,0.38,0.29,0.35
1.57,0.39,0.26,0.90,1.11,0.85,0.35,0.80,0.51,0.57,0.76,0.77,0.75,1.21,0.47,0.29,0.00,0.19,1.27,0.39,0.50,0.34,0.24
1.43,0.56,0.70,0.47,0.62,0.92,0.53,0.31,1.32,0.54,0.39,1.25,0.67,0.66,1.23,0.42,0.29,0.00,0.53,0.37,0.42,0.23,0.44
1.03,0.83,1.13,0.58,0.77,0.45,0.82,0.91,0.47,1.16,1.54,0.62,1.78,0.89,0.78,0.98,0.74,1.31,0.00,0.27,0.22,0.68,0.43
1.31,0.70,0.51,0.79,1.14,0.81,1.42,0.84,0.40,0.97,1.49,1.92,0.60,0.47,0.52,0.54,0.82,0.87,0.25,0.00,0.33,0.70,0.58
1.07,0.71,0.39,0.51,0.69,1.18,0.49,1.18,0.99,1.12,0.96,1.15,0.57,1.03,0.40,0.23,0.62,0.40,0.79,0.14,0.00,0.39,0.67
2.01,0.39,0.74,1.10,1.38,1.16,0.64,0.51,1.28,1.14,0.59,0.98,0.67,0.63,0.60,0.33,0.32,0.19,0.53,0.77,0.20,0.00,0.39
2.01,0.39,0.47,0.82,0.60,1.05,0.84,0.35,1.17,1.31,0.40,0.95,0.58,1.74,1.12,0.86,0.15,0.25,0.45,0.91,0.86,0.43,0.00
